Date,Open,High,Low,Close,Volume
2012-04-09,313.07,316.48,311.48,629.11,4381600
2012-04-10,315.58,316.07,311.11,625.14,4982500
2012-04-11,315.8,316.81,314.47,634.22,4414300
2012-04-12,319.98,325.35,318.93,649.23,11556300
2012-04-13,322.57,323.28,310.61,622.89,16379700
2012-04-16,310.34,310.74,299.71,604.41,11426700
2012-04-17,303.14,307.69,302.37,607.9,6070400
2012-04-18,302.89,305.26,300.28,605.79,5358900
2012-04-19,301.71,306.98,298.38,597.66,6613800
2012-04-20,301,303.29,296.8,594.43,6139700
2012-04-23,295.34,298.11,294,595.96,4411900
2012-04-24,298,302.18,297.54,599.62,3872600
2012-04-25,300.87,304.53,300.31,608.05,3655800
2012-04-26,304.31,307.85,303.71,613.78,4200600
2012-04-27,306.36,307.22,304.16,613.3,3284900
2012-04-30,305.35,306.89,299.18,603.19,4832600
2012-05-01,300.77,304.66,298.97,602.78,4019600
2012-05-02,299.48,302.92,299.18,605.6,3235000
2012-05-03,303.67,306.27,303.34,609.35,3749900
2012-05-04,301.83,302.81,297.29,595.34,4431300
2012-05-07,296.39,304.14,296.39,605.89,4003800
2012-05-08,301.63,307.3,299.23,611.11,5374600
2012-05-09,302.28,307.04,299.78,607.48,4675000
2012-05-10,305.34,306.94,303.98,611.98,3083200
2012-05-11,304.04,306.13,301.26,603.57,4214400
2012-05-14,299.27,303.11,299.17,602.35,3662400
2012-05-15,301.54,306.35,300.75,609.44,4219900
2012-05-16,307.83,313.87,306.82,627.21,9706300
2012-05-17,315.73,317.73,309.46,621.34,6732700
2012-05-18,311.38,315.03,297.24,598.76,11991700
2012-05-21,299.13,306.7,298.88,612.43,6173800
2012-05-22,305.57,305.76,296.89,599.16,6126600
2012-05-23,299.7,303.66,297.45,607.79,6379900
2012-05-24,303.44,304.82,298.32,602.01,3796600
2012-05-25,299.38,299.74,293.04,589.91,7190500
2012-05-29,296.79,298.45,293.06,592.71,5230900
2012-05-30,292.98,294.84,290.68,586.62,3827600
2012-05-31,293.26,293.9,288.42,579.27,5958800
2012-06-01,284.83,285.26,283.11,569.42,6138700
2012-06-04,284.05,289.16,283.94,577.01,4883500
2012-06-05,286.65,287.99,282.18,568.85,4697200
2012-06-06,287.16,289.9,285.73,578.98,4207200
2012-06-07,292.7,292.85,287.55,576.65,3530100
2012-06-08,286.85,289.42,286.22,578.86,2831300
2012-06-11,291.01,291.57,282.29,566.94,5342100
2012-06-12,283.82,284.09,278.25,563.55,6472500
2012-06-13,279.81,282.44,278.3,559.55,3923000
2012-06-14,279.6,281.48,277.22,557.52,4707200
2012-06-15,279.12,281.21,277.5,562.96,6024800
2012-06-18,280.26,286.03,278.58,569.29,5012400
2012-06-19,285.72,291.05,285.49,579.94,4167900
2012-06-20,288.82,288.92,285.68,575.93,4710800
2012-06-21,288.84,288.84,280.81,563.66,4037600
2012-06-22,282.94,284.67,281.85,569.92,4472400
2012-06-25,282.61,282.98,277.63,559.16,3174900
2012-06-26,280.33,282.24,278.7,563.13,2710500
2012-06-27,282.79,285.92,281.95,567.74,3397200
2012-06-28,281.89,282.06,277.56,562.76,3856100
2012-06-29,286.41,288.98,285.03,578.48,5057800
2012-07-02,289.82,290.41,287.17,578.88,3323300
2012-07-03,288.92,293.11,287.92,586.22,2387800
2012-07-05,293.28,298.91,293.17,594.29,4709200
2012-07-06,295.12,295.65,290.32,584.38,4339700
2012-07-09,291.38,293.2,289.54,584.41,3443000
2012-07-10,293.99,295.11,288.29,580.11,3860500
2012-07-11,287.07,287.85,281.42,569.63,7024700
2012-07-12,282.5,284.9,280,568.92,4636800
2012-07-13,285.01,288.49,283.21,574.94,3966700
2012-07-16,287.11,288.51,284.82,573.35,2936100
2012-07-17,288.14,289.25,283.14,575.15,3372700
2012-07-18,287.41,290.76,286.99,579.17,3107900
2012-07-19,291.98,298.12,291.91,591.44,9384300
2012-07-20,303.24,305.33,297.97,609.15,12975800
2012-07-23,299.12,308.02,298.01,613.82,7150000
2012-07-24,306.35,307.81,301.04,605.91,4033800
2012-07-25,303.02,305.54,301.55,606.33,3659600
2012-07-26,306.35,307.28,303.88,611.68,3382900
2012-07-27,308.29,316.31,307.6,633.22,7125900
2012-07-30,316.84,320.1,313.57,630.57,4389700
2012-07-31,312.96,317.06,312.94,631.24,3745100
2012-08-01,317.46,318.56,314.51,630.95,3702900
2012-08-02,311.59,317.82,310.54,627.03,3970100
2012-08-03,318.81,320.66,316.88,639.57,3808300
2012-08-06,318.61,323.48,318.42,641.06,3578000
2012-08-07,319.7,320.93,317.05,638.79,3978300
2012-08-08,318.33,321.73,318.06,640.47,2654200
2012-08-09,321.05,321.98,319.56,640.59,2148500
2012-08-10,318.1,319.92,316.88,640.24,2879800
2012-08-13,322.5,328.84,322.13,658.2,6560200
2012-08-14,328.39,335.17,328.27,666.83,7350800
2012-08-15,333.89,335.87,330.81,665.71,4839400
2012-08-16,332.51,336.06,332.29,671.03,3448200
2012-08-17,335.8,337.36,334.6,675.29,4371600
2012-08-20,336.49,338.17,335.07,673.69,3529300
2012-08-21,335.3,337.73,329.85,667.68,4461000
2012-08-22,332.44,339.03,332.11,675.33,3832600
2012-08-23,335.88,338.97,334.25,674.95,3581700
2012-08-24,336.54,338.95,335.78,676.77,2863800
2012-08-27,330.26,334.75,328.39,667.39,5246900
2012-08-28,331.26,337.54,331.13,675.4,4132600
2012-08-29,337.42,343.21,336.81,686.13,6002900
2012-08-30,340.84,342.41,338.82,679.81,3265900
2012-08-31,340.72,343,338.75,683.21,4270000
2012-09-04,341,341.22,335.49,679.18,3793200
2012-09-05,338.73,341.97,338.3,678.86,3429100
2012-09-06,341.7,348.64,341.09,697.49,6109700
2012-09-07,348.69,354.8,347.53,704.22,6490100
2012-09-10,353.55,355.07,347.89,698.85,5139100
2012-09-11,347.68,349.02,344.21,690.29,3761500
2012-09-12,343.42,346.16,339.17,688.99,5304300
2012-09-13,345.25,353.18,343.98,704.11,5337900
2012-09-14,353.48,355.17,352.18,707.74,5256500
2012-09-17,352.73,355.11,351.18,708.04,3027800
2012-09-18,352.57,357.99,352.07,716.31,4149000
2012-09-19,357.41,362.92,356.87,725.51,6219700
2012-09-20,360.88,364.32,359.26,726.13,5836500
2012-09-21,364.74,366.09,363.7,731.98,12765800
2012-09-24,364.14,373.62,363.76,747.33,7154200
2012-09-25,375.12,381.02,372.43,747.11,12162400
2012-09-26,373.52,379.2,369.12,751.4,11388200
2012-09-27,378.56,380,374.42,754.43,7891600
2012-09-28,375.67,378.23,374.17,752.43,5587700
2012-10-01,378.11,381.07,376.69,759.69,6359700
2012-10-02,381.17,381.56,373.73,754.92,5601200
2012-10-03,376.45,380.53,374.7,760.41,4433100
2012-10-04,379.95,383.51,378.28,765.95,4926700
2012-10-05,383.92,385.74,381.08,765.55,5492200
2012-10-08,379.08,380.36,375.67,755.77,3931800
2012-10-09,378.42,379.24,369.88,742.05,6028900
2012-10-10,369.54,372.37,367.77,742.52,4095000
2012-10-11,375.04,377.83,373.74,749.42,4785600
2012-10-12,374.52,376.03,370.66,742.71,4826400
2012-10-15,369.58,370.53,363.99,738.95,6060700
2012-10-16,368.68,372.1,366.85,742.66,4131800
2012-10-17,370.59,376.76,368.75,753.42,4602900
2012-10-18,376.36,378.29,336.74,693.1,24977900
2012-10-19,351.47,352.03,334.75,679.92,23050400
2012-10-22,339.23,341.04,333.6,676.81,8141500
2012-10-23,334.75,342.38,334.75,678.49,5855000
2012-10-24,342.12,342.22,336.37,675.45,5011600
2012-10-25,338.73,339.73,335.5,675.9,4820100
2012-10-26,336.99,340.24,334.35,673.3,3916200
2012-10-31,338.66,339.23,336.24,678.44,3085400
2012-11-01,338.48,344.16,338.09,685.71,4115500
2012-11-02,346.1,346.48,342.4,686.04,4666100
2012-11-05,340.97,342.15,336.52,681.09,3283900
2012-11-06,341.46,341.97,337.51,679.85,3177300
2012-11-07,336.24,337.85,332,665.29,4481200
2012-11-08,333.85,334.49,324.4,650.5,5213300
2012-11-09,326.1,332.92,323.94,661.21,6251500
2012-11-12,330.64,333.65,329.2,664.08,2822300
2012-11-13,330.26,332.55,327.89,657.25,3200200
2012-11-14,329.1,329.85,324.04,650.76,3349200
2012-11-15,323.79,328.77,320.75,645.49,3711500
2012-11-16,321.79,325.29,316.81,645.41,6902000
2012-11-19,326.63,333.21,326.54,666.38,4754100
2012-11-20,333.5,337.73,331.04,668.14,4192900
2012-11-21,333.25,333.65,328.97,664.05,4240200
2012-11-23,333.73,333.75,331.81,666.14,1851800
2012-11-26,331.98,332.25,328.28,659.34,4425700
2012-11-27,328.85,336.24,327.77,668.87,5036100
2012-11-28,332.76,341.18,330.71,681.8,6106700
2012-11-29,342.61,345.65,339.73,690,5573700
2012-11-30,344.36,348.3,341.56,696.46,6350800
2012-12-03,349.81,351.63,345.76,693.35,4401300
2012-12-04,346.2,346.46,341.57,689.14,3998200
2012-12-05,344.78,345.95,339.89,685.94,3738700
2012-12-06,342.51,346.51,340.98,689.24,2935500
2012-12-07,346.2,347.14,339.94,682.34,3852900
2012-12-10,341.42,344.53,340.62,683.54,2743600
2012-12-11,343.71,349.65,342.58,694.97,5395200
2012-12-12,348.31,350.44,345.45,695.65,4870100
2012-12-13,356.62,356.9,348.47,700.78,6915500
2012-12-14,348.28,352.59,347.91,700.04,4276100
2012-12-17,351.43,359.61,350.7,718.81,6093400
2012-12-18,356.96,363.19,356.19,719.1,6032300
2012-12-19,359.01,360.15,357,718.14,3851500
2012-12-20,360.28,360.97,357.15,720.38,3326400
2012-12-21,355.65,358.07,353.93,713.67,7078300
2012-12-24,355.92,356.25,352.41,707.56,1688000
2012-12-26,352.71,355.11,349.89,706.93,2373500
2012-12-27,352.25,353.1,348,704.36,3307000
2012-12-28,349.53,352.14,348.7,698.09,2814500
2012-12-31,348.69,353.96,346.7,705.44,4009600
2013-01-02,358.37,362.14,356.94,721.27,5101500
2013-01-03,361.11,364.6,359.01,721.69,4653700
2013-01-04,363.31,369.35,362.48,735.95,5547600
2013-01-07,366.35,368.31,363.93,732.74,3323800
2013-01-08,366.4,366.78,360.86,731.29,3364700
2013-01-09,364.77,367.8,362.94,736.1,4064500
2013-01-10,370.03,371.11,365.38,739.45,3685000
2013-01-11,369.61,369.83,366.78,737.96,2579900
2013-01-14,367.12,369.71,359.83,721.27,5749200
2013-01-15,358.32,366.13,354.72,722.95,7884700
2013-01-16,359.85,360.82,355.5,713.23,4061900
2013-01-17,357.51,358.48,354.18,709.37,4439500
2013-01-18,353.85,355.05,349.36,702.58,6477700
2013-01-22,351.01,351.35,346.46,700.95,7613100
2013-01-23,366.62,373.1,366.52,739.47,11862400
2013-01-24,369.24,377,368.87,752.15,6790600
2013-01-25,373.98,377.82,373.72,751.61,4468400
2013-01-28,374.48,376.39,372.55,748.67,3266300
2013-01-29,371.98,377.06,371.88,751.62,3507200
2013-01-30,375.46,379.05,375.05,751.77,3478900
2013-01-31,373.85,377.4,373.72,753.62,3280500
2013-02-01,377.68,386.85,377.63,773.48,7520100
2013-02-04,382.41,383.8,377.72,756.94,6103700
2013-02-05,379.14,384.12,378.32,763.64,3755300
2013-02-06,378.12,385.04,377.83,768.06,4171700
2013-02-07,383.41,387.95,381.32,771.83,5701600
2013-02-08,388.61,391.87,388.32,783.22,6062700
2013-02-11,387.75,390.04,385.43,780.28,4351800
2013-02-12,389.42,392.48,388.23,778.56,3731900
2013-02-13,388.61,391.21,388.53,780.72,2405200
2013-02-14,388.41,392.9,387.43,785.66,3483500
2013-02-15,392.23,395.15,392.07,790.72,5480000
2013-02-19,396.51,401.99,396.16,804.64,5885500
2013-02-20,401.15,402.97,394.42,790.29,5549000
2013-02-21,397.51,401.22,394.13,793.35,7039000
2013-02-22,398.14,399.13,395.42,797.52,4123100
2013-02-25,399.65,402.7,393.77,788.6,4625000
2013-02-26,396.02,396.49,390.74,787.97,4421500
2013-02-27,395.92,400.87,394.08,797.59,4067300
2013-02-28,399.05,401.99,399.02,799.01,4548500
2013-03-01,397.41,402.06,396.59,803.98,4367000
2013-03-04,401.15,409.88,401,819.25,5571900
2013-03-05,412.92,418.51,412.9,836.3,8118400
2013-03-06,418.94,420.42,412.86,829.1,5767400
2013-03-07,415.47,416.75,413.24,830.32,4120700
2013-03-08,415.69,415.9,410.98,829.24,5845600
2013-03-11,414.29,418.28,414.2,832.53,3201200
2013-03-12,413.8,414.39,410.3,825.34,4031600
2013-03-13,412.4,413.79,409.62,823.05,3294800
2013-03-14,411.95,411.95,407.17,819.29,3314700
2013-03-15,407.72,408.62,405.15,812.07,6222500
2013-03-18,401,404.86,399.24,805.58,3690300
2013-03-19,404.11,408.1,401.72,809.1,4212000
2013-03-20,406.89,407.23,404.2,812.48,2938500
2013-03-21,404.13,406.93,403.41,809.04,2966200
2013-03-22,405.85,406.1,403.31,808.09,2987400
2013-03-25,404.69,408.09,401.9,807.42,3436800
2013-03-26,405.23,405.48,402.39,810.2,2392600
2013-03-27,401.83,401.99,399.17,800.46,4342500
2013-03-28,400.49,401.18,395.17,792.02,4592600
2013-04-01,396.02,399.63,395.14,799,3628100
2013-04-02,400.77,405.89,400.5,810.81,4098200
2013-04-03,405.21,405.58,398.84,803.99,3489900
2013-04-04,400.62,401.37,394.17,792.89,4913400
2013-04-05,391.56,392.03,386.75,780.91,6893400
2013-04-08,387.92,388.32,382.77,772.73,5685300
2013-04-09,386.3,390.41,385.11,775.52,4330700
2013-04-10,390,394.7,386.55,788.02,3971900
2013-04-11,394.96,395.07,390.57,788.23,4072500
2013-04-12,394.52,394.57,390,787.89,3285500
2013-04-15,391.51,397.01,387.06,779.79,4924500
2013-04-16,391.83,396.51,390.5,791.2,3496900
2013-04-17,391.91,393.94,387.6,780.42,4089100
2013-04-18,391.21,391.43,379.21,763.81,6669800
2013-04-19,383.14,400.22,381.7,797.68,11649800
2013-04-22,398.81,400.48,386.05,797.92,5788300
2013-04-23,399,406.23,398.69,805.69,4601600
2013-04-24,402.55,407.47,402.49,811.22,3671800
2013-04-25,406.6,406.71,402.31,806.88,3999200
2013-04-26,402.29,402.36,396.8,799.23,4993900
2013-04-29,400.13,409.81,400,816.82,4618800
2013-04-30,407.97,412.27,407.31,822.31,4630600
2013-05-01,410.09,410.82,406.66,818.18,2920800
2013-05-02,408.52,415.72,408,827.34,4051600
2013-05-03,416.92,421.82,416.44,843.4,5044000
2013-05-06,422.55,429.32,422.55,859.19,4298500
2013-05-07,429.89,430.32,423.75,854.88,3932600
2013-05-08,426.9,435.31,424.86,871.24,4955000
2013-05-09,433.79,438.19,432.49,869.09,4417600
2013-05-10,436.02,438.63,434.45,877.82,3809500
2013-05-13,437.8,439.59,435.06,875.13,2907700
2013-05-14,437.11,442.69,436.93,884.67,3170300
2013-05-15,446.08,456.48,445.34,913.38,8001600
2013-05-16,457.78,458.27,449.32,901.4,6443200
2013-05-17,453.31,455.04,448.58,906.69,5604800
2013-05-20,450.81,458.58,450.81,906.04,4562300
2013-05-21,452.31,454.13,447.13,904.49,3980700
2013-05-22,449.59,452.96,441.78,886.98,5140300
2013-05-23,436.86,443.32,435.37,880.37,4567200
2013-05-24,436,437.77,433.88,870.93,4610700
2013-05-28,440.1,444.4,438.56,878.86,4531900
2013-05-29,436.22,437.36,430.53,865.93,4041800
2013-05-30,433.34,437.81,431.59,868.38,4257200
2013-05-31,432.44,436.86,432.14,868.83,3953500
2013-06-03,434.87,435.35,425.91,865.25,4969900
2013-06-04,432.3,433.67,425.44,856.75,3751100
2013-06-05,429.64,433.1,426.96,857.35,4229300
2013-06-06,430.54,431.55,422.03,862.27,5177400
2013-06-07,433.58,438.36,431.04,877.32,5369200
2013-06-10,439.4,443.84,438.4,887.78,4693000
2013-06-11,440.33,441.84,438.12,877.4,3528300
2013-06-12,441.08,441.35,433.2,869.59,4426100
2013-06-13,432.87,438.19,431.13,874.6,4155200
2013-06-14,438.41,440.7,435.43,872.64,4506700
2013-06-17,437.97,443.05,437.5,883.82,4308500
2013-06-18,442.67,448.82,442.52,898.15,4350000
2013-06-19,449,453.72,447.07,898.21,5853600
2013-06-20,445.33,448.82,440.01,882.32,6769200
2013-06-21,442.51,443.28,434.9,878.52,7994300
2013-06-24,434.31,436.52,430.01,867.41,6056300
2013-06-25,436.99,438.2,430.64,863.83,5125500
2013-06-26,435.24,437.36,433.66,871.26,3676400
2013-06-27,437.76,440.69,436.69,874.67,3867300
2013-06-28,435.82,439.27,435.46,877.96,4716100
2013-07-01,441.57,444.37,440.85,885.45,3462400
2013-07-02,443.44,443.84,437,879.89,3797000
2013-07-03,438.31,442.92,437.61,884,2101700
2013-07-05,443.34,446.03,442.01,891.04,3416500
2013-07-08,447.93,451.44,446.87,902.61,3953700
2013-07-09,453.8,454.77,447.31,902.76,3973500
2013-07-10,450.04,453.87,448.51,903.51,3429500
2013-07-11,454.8,458.69,452.56,917.72,5187700
2013-07-12,458.28,459.78,455.91,920.47,5155600
2013-07-15,460.42,462.27,456.47,922.16,3935600
2013-07-16,461.83,462.25,455.24,917.09,3980700
2013-07-17,458.78,461.7,456.44,916.04,3023400
2013-07-18,457.78,458.28,449.91,908.19,7296100
2013-07-19,441.65,449.79,436.17,894.15,14773700
2013-07-22,449.32,454.63,446.83,908.21,5828100
2013-07-23,453.65,454.8,448.11,901.33,4106600
2013-07-24,451.94,453.45,448.67,900.43,4172500
2013-07-25,445.27,446.75,441.39,885.27,6024600
2013-07-26,441.84,443.33,439.35,882.93,3568600
2013-07-29,440.8,445.74,438.8,879.85,3797800
2013-07-30,441.08,446.13,438.79,888.48,3524300
2013-07-31,444.83,446.58,441.44,885.32,4363200
2013-08-01,445.83,450.59,445.83,901.74,4292700
2013-08-02,450.03,451.81,448.73,904.09,3440600
2013-08-05,451,451.07,447.92,902.52,2629100
2013-08-06,450.66,453.16,446.19,894.12,3023400
2013-08-07,445.85,447.55,442.88,888.21,2768600
2013-08-08,446.07,446.25,440.99,890.22,2987000
2013-08-09,443.62,446.09,443.34,887.97,2657200
2013-08-12,441.79,441.84,439.18,883.09,2764200
2013-08-13,441.76,442.59,436.46,878.84,2850200
2013-08-14,437.54,438.47,431.96,867.43,4179900
2013-08-15,430.61,430.85,427.4,857.31,3752300
2013-08-16,429.03,429.61,426.67,854.56,3362700
2013-08-19,427.25,434.37,427.12,863.28,3635300
2013-08-20,432.55,434.43,430.16,863.05,2475100
2013-08-21,433.7,436.82,431.63,866.95,3527700
2013-08-22,434.72,435.74,433.5,871.32,1746200
2013-08-23,437.28,437.36,433.25,867.83,2162200
2013-08-26,433.38,435.82,431.41,864.02,2112800
2013-08-27,428.2,430.25,422.37,847.82,3481100
2013-08-28,423.54,426.11,422.3,846.23,2669700
2013-08-29,422.95,428.58,422.71,853.09,2968000
2013-08-30,426.28,427.42,421.2,844.58,3737100
2013-09-03,425.58,431.48,425.38,858.02,4110400
2013-09-04,428.57,435.12,425.99,869.24,4097600
2013-09-05,435.12,438.3,434.18,877.15,2592100
2013-09-06,439.57,440.24,435.24,877.17,3134800
2013-09-09,440.21,443.21,439.56,885.62,2478300
2013-09-10,443.35,444.33,440.35,886.24,2584700
2013-09-11,442.61,446.81,441.39,893.74,3233200
2013-09-12,447.02,447.27,443.34,890.61,2199100
2013-09-13,445.58,446.17,440.77,886.64,2660600
2013-09-16,446.43,446.83,440.78,885.33,2682900
2013-09-17,442.05,442.54,438.86,883.68,2528200
2013-09-18,441.52,450.3,439.89,900.85,3883800
2013-09-19,451.3,451.3,446.03,895.93,3207600
2013-09-20,447.52,450.38,446.14,900.64,8723000
2013-09-23,446.4,449.11,440.95,884.07,3568000
2013-09-24,441.59,443.39,439.05,884.41,2984600
2013-09-25,441.62,441.62,436.17,874.83,3310200
2013-09-26,437.51,439.73,435.87,875.77,2529200
2013-09-27,435.78,437.12,434.03,873.99,2527000
2013-09-30,432.92,438.78,432.53,873.51,3457600
2013-10-01,438.48,442.18,438.38,884.57,3382100
2013-10-02,439.72,443.02,437.27,885.56,3001700
2013-10-03,442.34,445.38,434.42,873.69,4249800
2013-10-04,435.87,437.12,433.38,869.96,2726100
2013-10-07,432.11,435.36,430.44,863.37,2596800
2013-10-08,431.04,431.37,424.22,851.33,3901800
2013-10-09,426.54,429.71,419.92,853.52,5322400
2013-10-10,430.31,432.79,428.5,865.86,4527400
2013-10-11,431.4,435.11,431.03,869.6,2828300
2013-10-14,431.71,436.49,431.08,873.71,2496400
2013-10-15,436.24,441.16,435.37,879.6,3195600
2013-10-16,441.28,447.49,440.35,895.57,4030200
2013-10-17,444.83,446.78,441.21,886.36,8545000
2013-10-18,486.47,505.83,485.18,"1,008.64",23219400
2013-10-21,503.84,507.6,497.91,"1,000.55",7283700
2013-10-22,500.62,504.61,496.04,"1,004.24",4433700
2013-10-23,498.63,515.44,498.45,"1,028.59",5346300
2013-10-24,514.01,518.34,510.49,"1,022.74",4199700
2013-10-25,512.49,512.49,503.48,"1,012.42",4076100
2013-10-28,505.7,509.8,504.6,"1,012.22",2326000
2013-10-29,507.65,516.53,504.86,"1,033.40",3222000
2013-10-30,516.78,516.82,511.08,"1,027.60",2658000
2013-10-31,512.54,518.82,510.07,"1,027.76",3292200
2013-11-01,513.97,516.07,510.64,"1,024.23",2576100
2013-11-04,513.82,514.26,509.11,"1,023.30",2286000
2013-11-05,508.27,513.9,506.81,"1,018.72",2371500
2013-11-06,510.89,511.58,505.79,"1,019.95",1832600
2013-11-07,509.4,510.05,501.94,"1,005.19",3371700
2013-11-08,502.49,507.35,502.37,"1,013.25",2591100
2013-11-11,502.87,506.07,502.12,"1,007.82",2233500
2013-11-12,501.97,506.88,500.62,"1,009.01",2445200
2013-11-13,501.5,514.5,501.37,"1,029.64",3170500
2013-11-14,515.03,517.93,513.25,"1,032.40",2342100
2013-11-15,515.5,517.06,513.23,"1,030.73",2562100
2013-11-18,515.94,522.41,512.7,"1,028.73",3532500
2013-11-19,513.93,515.44,509.61,"1,022.39",2271600
2013-11-20,513.05,514.75,508.27,"1,019.51",1934500
2013-11-21,511.58,517.22,511.08,"1,031.24",2191700
2013-11-22,514.78,516.15,512.69,"1,029.06",2517700
2013-11-25,516.64,524.63,515.58,"1,043.07",3238000
2013-11-26,522.34,528.77,519.52,"1,055.51",4589600
2013-11-27,529.03,532.01,528.02,"1,060.20",2255500
2013-11-29,529.1,531.32,527.75,"1,056.69",2394400
2013-12-02,529.77,531.18,523.42,"1,051.59",2756600
2013-12-03,523.51,529.73,522.55,"1,050.38",3364700
2013-12-04,523.72,530,523.04,"1,055.28",2392000
2013-12-05,526.63,527.85,523.58,"1,054.45",2275800
2013-12-06,532.9,533,528.06,"1,066.94",2868200
2013-12-09,533.5,539.13,532.02,"1,075.19",2976200
2013-12-10,536.07,544.12,535.82,"1,081.69",3721600
2013-12-11,541.67,543.62,535.58,"1,074.34",3436400
2013-12-12,537.77,539.45,532.5,"1,067.03",3204800
2013-12-13,535.69,536.14,526.97,"1,057.89",4340900
2013-12-16,530.01,535.34,529.02,"1,070.04",3216000
2013-12-17,534.41,538.36,532.2,"1,066.93",3082800
2013-12-18,533.92,540.45,527.54,"1,081.78",4437100
2013-12-19,538.37,543.96,537.53,"1,083.25",3343800
2013-12-20,542.12,548.53,541.97,"1,097.61",6547600
2013-12-23,551.85,555.82,550.5,"1,112.05",3456000
2013-12-24,555.4,555.54,551.98,"1,108.80",1473800
2013-12-26,554.92,557.41,552.27,"1,114.40",2685500
2013-12-27,557.91,558.05,554.39,"1,115.34",3151100
2013-12-30,558.08,558.16,552.44,"1,106.42",2481300
2013-12-31,554.04,558.41,551.06,"1,117.64",2725900
2014-01-02,555.65,556.79,552.06,"1,110.07",3656400
2014-01-03,555.42,556.38,550.4,"1,101.97",3345800
2014-01-06,554.43,557.34,551.15,"1,114.26",3551800
2014-01-07,560.4,567.72,558.49,"1,135.74",5124300
2014-01-08,570.86,571.52,564.53,"1,138.11",4501700
2014-01-09,569.59,569.97,560.68,"1,127.15",4184500
2014-01-10,567.41,567.41,559.03,"1,127.09",4302900
2014-01-13,561.13,571.31,556.5,"1,119.91",4855800
2014-01-14,566.85,573.35,561.94,"1,146.25",4983700
2014-01-15,574.34,575.34,569.76,"1,145.48",3915000
